Title,URL,Channel,Channel URL,Thumbnail,Duration
"Что будет, если сдать на ДНК-тест слюну обезьяны?",,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
Собираем транзисторный Rectifier (Dr.Boogie),,Рокин Факин,https://www.youtube.com/@rockinFuckinRu,,N/A
Обзор ИНТЕРФЕЙСА облачной версии n8n. ПРОСТОЕ РУКОВОДСТВО для начинающих!,,ProDeloTV,https://www.youtube.com/@ProDeloTV,,N/A
"Бухта Витязь. Под грифом ""секретно"" | НЕИЗВЕСТНАЯ РОССИЯ",,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Mysteries of the Twilight Zone | Worlds of the Deep,,Natural World Facts,https://www.youtube.com/@NaturalWorldFacts,,N/A
Тестируем Самую Умную Ворону в Мире,,Mark Rober,https://www.youtube.com/@MarkRober,,N/A
Изучаем домашнюю пыль под микроскопом,,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
Кольцо из эпоксидной смолы и дерева,,SuperCrastan,https://www.youtube.com/@DanyaKraster,,N/A
Кош-Агач: люди Солнца | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i.ytimg.com/vi/ioT8YPt_17g/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLB_Z67hpTRMTN-YGpIkLdhxQShWNQ,N/A
Истории пилота: Полет во Владикавказ на Боинг 737 в деталях и с пояснениями! Вид из кабины,,Sky Stories,https://www.youtube.com/@DenisOkan,https://i.ytimg.com/vi/udkKZWQ9Fl8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCXy-SWM43QBCTvm9zKzg7bVcOD-Q,N/A
🧱 Ulefone Armor X32 Pro,,Izzy Laif,https://www.youtube.com/@IzzyLaif,https://i.ytimg.com/vi/64uSuCNCvfA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA-uvci06He9_kliNPhcc6gJyuU5Q,N/A
Deftones - Lollapalooza 2024 - FULL SET,,Matt Martin Loves Metal,https://www.youtube.com/@mattmartinlovesmetal,https://i.ytimg.com/vi/ZH08i5x-nTc/hq720.jpg?sqp=-oaymwFBCNAFEJQDSFryq4qpAzMIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB8AEB-AH-CYAC0AWKAgwIABABGHIgVShBMA8=&rs=AOn4CLCODTvhfokFT7DwvcVXswfJsbqhrw,N/A
Собираем Violet Fuzz,,Рокин Факин,https://www.youtube.com/@rockinFuckinRu,https://i.ytimg.com/vi/F4XbwOhuOrU/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLByglZ5ZKoniYNxw3ZD6kOAZ7u4Jg,N/A
Древняя столица тувинцев | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i.ytimg.com/vi/FggnQ71jYxg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDxG_-P1nh8C-6tn3qD_Vp-QBX0-A,N/A
Как Записать Электрогитару? Импульсы Гитарных Кабинетов | Сергей Табачников,,Сергей Табачников,https://www.youtube.com/@stereodamage,https://i.ytimg.com/vi/6tK2QExFT6s/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDMbBi_1hnCqpRmvEOVVuEU3cSiNw,N/A
"Когда стало ясно, что СЕЙЧАС ЖЕ НАДО ВАЛИТЬ #4",,апвоут,https://www.youtube.com/@upvotemedia,https://i.ytimg.com/vi/aAUSu6tRT3Y/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD2dezJIEgGl9WS1R6kYYnN5L8sfg,N/A
Sir David Attenborough being iconic for 25 minutes,,BBC Earth,https://www.youtube.com/@bbcearth,https://i.ytimg.com/vi/leDm_-nfr2w/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBujB26LjqMxH-VGhkz7MNcBnh8CA,N/A
ИСТОРИЯ РАБСТВА // Redroom,,Redroom,https://www.youtube.com/@RedRoomLIMB,https://i.ytimg.com/vi/k3KcZdDrsno/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCbLK4TvNvFs2r12SlIb4UmNoKxKg,N/A
"Самая ""русская"" деревня на Иссык-Куле | АЗИЯ 360°",,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i.ytimg.com/vi/G0dsLcpqESo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA2mJbUkiwk3iPz_h1hqOhHQVyX5w,N/A
Попал на съемки малобюджетного русского сериала,,Коллектив,https://www.youtube.com/@kollektiv_doc,https://i.ytimg.com/vi/ZX7LVsQN0Yo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDj0xrcfpLJYL1Y8t9uS_oeWTllpg,N/A
7 крутых ИТ-профессий для 2022 года / На кого учиться в 2022 году?,,Vlad Mishustin,https://www.youtube.com/@fakng-engineer,,N/A
Режим обжига керамики,,Rukolepie,https://www.youtube.com/@rukolepie,,N/A
Уничтожили Телефонных Мошенников Пранками - Блесткобомбная Расплата,,Mark Rober,https://www.youtube.com/@MarkRober,,N/A
Ocean Watch | A Tale of Deep Sea Exploration,,Natural World Facts,https://www.youtube.com/@NaturalWorldFacts,,N/A
ДЕЛАЕМ из 16 FPS - 7680 FPS: ULTRA SLOW MO на iPhone,,Droider,https://www.youtube.com/@Droiderru,,N/A
Пенсионеры живут на полную | ОТКРОЙ МОЛДОВУ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Глеб! Распиши тренировку! Гитарная ОФП на 40 минут.,,Глеб Олейник,https://www.youtube.com/@Gleb_Oleinik,,N/A
Лучший МОПЕД! С нуля до серийного производства!,,Temnaya FAZA,https://www.youtube.com/@TemnayaFAZA,,N/A
Лава vs Лазер - Что Разрушительнее?,,Mark Rober,https://www.youtube.com/@MarkRober,,N/A
Провел Новый год с бригадой скорой помощи,,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
Микро 80. Консоль. #5,,Алексей Морозов,https://www.youtube.com/@Alemorf,,N/A
Хроники разработок №1 (Power Bank для ноутбука. Часть 1),,Э+М,https://www.youtube.com/@E_plus_M,https://i.ytimg.com/vi/2yRuvg_A7yY/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD3QnMOmUcBkxrdE38emVlyPTba0A,N/A
Россия останется без троллейбусов? Плюсы и проблемы современного транспорта,,Arkadiy Gershman,https://www.youtube.com/@ArkadiyGershman,https://i.ytimg.com/vi/62MaUMkqJLc/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAbz9uXMcViMZZWP7Tct2Xzi_5KTw,N/A
"Becoming an AI PM | Aman Khan (Arize AI, ex-Spotify, Apple, Cruise)",,Lenny's Podcast,https://www.youtube.com/@LennysPodcast,https://i.ytimg.com/vi/E_rNotqs--I/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCTxtlfxHv40KPW9pBA0aK7sw43NA,N/A
Установка 3d touch на 3д-принтер или автоуровень для Prusa I4,,MOSPARKRU,https://www.youtube.com/@MosparkRu,https://i.ytimg.com/vi/_84CLTBrOy4/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCAmyfvAqyjJK4pzV9Mq8plhufKDA,N/A
GTA 4 - Full Game Walkthrough in 4K,,GTA Series Videos,https://www.youtube.com/@GTASeriesVideos,https://i.ytimg.com/vi/O3QBb6GeDsY/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA99IcmplavbtFnP0Z_g9_H4f6m9Q,N/A
"Галлюциногенный Безумный Непальский Мед (Они взбираются, чтобы сойти с ума)",,Ruhi Çenet,https://www.youtube.com/@ruhicenetvideos,https://i.ytimg.com/vi/PUYMvYcz3ZI/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDoi3XigGAsOZMpqgmozUgY2SW1yg,N/A
Chasing Coral | FULL FEATURE | Netflix,,Netflix,https://www.youtube.com/@Netflix,https://i.ytimg.com/vi/aGGBGcjdjXA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAET7MHO23-ycevhf53iHs75BBcSA,N/A
Emily Wants To Play ► РАСКУС ► #3,,Kuplinov ► Play,https://www.youtube.com/@kuplinovplay,https://i.ytimg.com/vi/UR31ldx0PCE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBaBkci2Jcwohp6Xn9vTMIfazvmjg,N/A
"БРИТ-ПОП ПО-РУССКИ: парадокс 90-х, или наш ответ Blur и Oasis",,"Спасибо, послушаю",https://www.youtube.com/@thanks-will-listen,,N/A
"Ep #74: OpenAI's Latest, Busy Person’s Intro to LLMs, and How to Rebuild Companies to Prepare for AI",,The Artificial Intelligence Show Podcast,https://www.youtube.com/@aishowpod,,N/A
Visiting the World’s Most Daпgeгous Road: “Karakoram D℮ath Road” (There are casuaIti℮s!),,Ruhi Çenet,https://www.youtube.com/@ruhicenetvideos,,N/A
Don't make random HTTP requests.,,PwnFunction,https://www.youtube.com/@PwnFunction,,N/A
Дежурю с Росгвардией на день ВДВ,,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
What is the BEST Way to Cut a Cigar? | Complete Cigar Cutting Guide,,Jeremy Siers,https://www.youtube.com/@JeremySiers,,N/A
Дальнобойщик рассказывает всю правду о своей работе,,Раскадровка,https://www.youtube.com/@rskdrvk,,N/A
ИСТОРИЯ СУХАРИКОВ | Ржаное Безумие | Сыендук,,sndk,https://www.youtube.com/@sndk,,N/A
типичный VK-Видео блогер в 2028 году.,,П҉р҉и҉ч҉ё҉с҉а҉н҉н҉ы҉й҉ Ё҉ж҉и҉к҉,https://www.youtube.com/@e.z.h.i.k,,N/A
"Мне сказали, что это законно, и я поверила. Работаю детективом",,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
"Едем на поезде и заглядываем, куда нельзя пассажирам",,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
Rammstein – Mein Herz brennt Eugenio Recuenco version 4K 25fps Русские субтитры/перевод,,Rammstein 4K Remastered videos,https://www.youtube.com/@rammstein4kremastered,,N/A
Не та Поляна | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Зимстан против реформ | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Байкальский экспресс | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Уймонская степь | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Дорога жизни в царстве тундры и болот | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i.ytimg.com/vi/BXyck1Spttg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD-3vC0_uWFjJLcL2ZZOQqnxlaStQ,N/A
Одноэтажная Сибирь | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i.ytimg.com/vi/h5o7Vbzqo6E/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAidtyh2EiTkjS1GbWmaJQeLtHXCQ,N/A
Как живут машинисты поездов дальнего следования?,,Раскадровка,https://www.youtube.com/@rskdrvk,https://i.ytimg.com/vi/2fivYjVmn7I/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLALm82-y7_gBmySMcRhL7RNAKrkdg,N/A
Top 5 Whale Scenes | BBC Earth,,BBC Earth,https://www.youtube.com/@bbcearth,https://i.ytimg.com/vi/0guNyC6cEJE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDTGHoN30m8-yaM-LyLvvsOqNsLRg,N/A
Айсберг по МОЗГУ,,Азазелло,https://www.youtube.com/@Azazello2604,,N/A
Stunning 4K Underwater Nature Footage | BBC Earth,,BBC Earth,https://www.youtube.com/@bbcearth,,N/A
Exploring The Underwater World | 4K UHD | Blue Planet II | BBC Earth,,BBC Earth,https://www.youtube.com/@bbcearth,,N/A
КОГДА МАШИНИСТ ВЫШЕЛ ИЗ КАБИНЫ И ПОЕЗД УЕХАЛ! КРУШЕНИЕ В НОВОСИБИРСКЕ!,,PRO МЕТРО,https://www.youtube.com/@PROMETRO,,N/A
🧱 Ulefone Armor 30 Pro,,Izzy Laif,https://www.youtube.com/@IzzyLaif,,N/A
Nginx — Простым языком на понятном примере,,Артём Шумейко,https://www.youtube.com/@artemshumeiko,,N/A
Большая вода. Енисей | @rgo_films,,Русское географическое общество,https://www.youtube.com/@rgo_films,,N/A
Портеры. Тяжелая ноша | АЗИЯ 360°,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Весь путь канализации от и до,,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
История Linux и UNIX! Кто породил ВСЕ современные системы!,,PRO Hi-Tech,https://www.youtube.com/@prohitec,,N/A
Собеседование в Askona (Адские Условия Труда),,ЖИЗНЬ АНОНИМА,https://www.youtube.com/@Zhizn_Anonima,,N/A
ПОДКЛЮЧЕНИЕ n8n к GOOGLE сервисам за 10 минут! #n8n #aiautomation,,ProDeloTV,https://www.youtube.com/@ProDeloTV,,N/A
Into the Abyss: Creatures of the Midwater (Full Movie),,Natural World Facts,https://www.youtube.com/@NaturalWorldFacts,,N/A
Вы Никогда Не Видели Такого Инвалидного Кресла,,Mark Rober,https://www.youtube.com/@MarkRober,,N/A
Падение Яйца Из Космоса,,Mark Rober,https://www.youtube.com/@MarkRober,,N/A
Что такое CORS за 10 минут,,Listen IT,https://www.youtube.com/@ListenIT_channel,,N/A
Оймякон – полюс холода | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
10 глупых вопросов РАЗРАБОТЧИКУ НЕЙРОСЕТЕЙ,,ЖИЗА,https://www.youtube.com/@zhizashow,,N/A
Война роз. Йорки и Ланкастеры - кто победил?(История Англии),,Redroom,https://www.youtube.com/@RedRoomLIMB,,N/A
"Продвинутый Курс Тестирование ПО. Вступление. План курса, Internet, Domain, URL, IP, DNS. Занятие 1",,Ilarion Halushka,https://www.youtube.com/@IlarionHalushka,,N/A
1200КМ ПЕШКОМ ПО КАВКАЗУ | БОЛЬШАЯ ПРОГУЛКА ПО КАВКАЗСКОЙ ТРОПЕ | ЧАСТЬ 3,,Anton Sokolov,https://www.youtube.com/@anton-sokolov,https://i.ytimg.com/vi/q3rdptzMPh0/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCIfIHNQQHfokduowwKT1t4CioCvA,N/A
Уезжаем в деревню. Белорусский дауншифтинг,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i9.ytimg.com/vi/iZQR_bPPR_U/hq720_custom_2.jpg?sqp=CJidgMAG-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDTT8Fd0eiaKokKlj7BYsaevQjzBA,N/A
Необычные купола Варзуги – древнего поселения на Кольском полуострове | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i.ytimg.com/vi/nqwsYsJsQ8E/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAUAh6ZkpPtGJkLvlAp-wuMYKDiNA,N/A
ONE HOUR Of Amazing Ocean Moments | BBC Earth,,BBC Earth,https://www.youtube.com/@bbcearth,https://i.ytimg.com/vi/CSgDjZ_Vv8g/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAsug4qelCXqHsKSeQIMb817Tggyw,N/A
«Здесь продаётся всё»: как устроена граница между Казахстаном и Китаем? Чем живут уйгуры?,,Молчанов / репортажи,https://www.youtube.com/@arsenmolchanov,https://i.ytimg.com/vi/41yYXtBI-7Q/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC1i9KRqW4BLEjIwZlXskQvAMEenA,N/A
Можно ли ЧИТАТЬ МЫСЛИ? — Научпок,,Научпок,https://www.youtube.com/@nowchpok,https://i.ytimg.com/vi/Jeed4eL0YTs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC0wkZ9Pz7uJB63PeahNV4ThFewyA,N/A
"Попал в цыганский табор, и вот что я узнал",,Коллектив,https://www.youtube.com/@kollektiv_doc,https://i.ytimg.com/vi/zXNqx442S3k/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAjxoDuZBQOSK2pDDiYqP4olKuOKw,N/A
Ищем цыганские гадания на улице и проверяем их на себе,,Коллектив,https://www.youtube.com/@kollektiv_doc,https://i.ytimg.com/vi/iZuGyQfGUM8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDR4XiprHQVXzEVVwwEUmEUWbYvKg,N/A
The Coral Reefs That Thrive In Darkness | Alien Reef,,Wild Weather,https://www.youtube.com/@climatedisasterdocumentaries,https://i.ytimg.com/vi/NUIjuRBp3LA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAE9GvGb66E8ixAC9jEuWAe6rh3Ew,N/A
Британия. Как великая империя становится изгоем,,Простая экономика,https://www.youtube.com/@prostoecon,https://i.ytimg.com/vi/7LwCUsiY5Mg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA-xWlWQdYA-qpfnzpxFy5kOe2rJg,N/A
Этот Робот Решает Пазлы в 200 Раз Быстрее Человека,,Mark Rober,https://www.youtube.com/@MarkRober,https://i.ytimg.com/vi/Sqr-PdVYhY4/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCLKG87Ug_ojZjGD37EtsUdj9bRsg,N/A
Что такое домашняя лаборатория,,Adams,https://www.youtube.com/@MrDoctorAdamas,,N/A
Я Попал На Собес в Google | Вот Что Там Было…,,Vlad Mishustin,https://www.youtube.com/@fakng-engineer,,N/A
"Алексей Савватеев - мракобес №1? Математика, вера и заблуждения",,Михаил Лидин,https://www.youtube.com/@MIHAILLIDIN,,N/A
Упростил x10 себе разработку с Cursor и AI,,Egor Malkevich,https://www.youtube.com/@yamalkevich,,N/A
"Сделал визуализацию 4D, 5D, 6D",,Onigiri,https://www.youtube.com/@OnigiriScience,,N/A
"Как Петербург разучился строить метро. История упрощений, трагедий и гонки за амбициями",,Arkadiy Gershman,https://www.youtube.com/@ArkadiyGershman,,N/A
Тофалария: загадочная страна в сердце Сибири | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
"GPT-4o, AI overviews and our multimodal future",,IBM Technology,https://www.youtube.com/@IBMTechnology,,N/A
Субкультура которую ты пропустил,,Neopoznan,https://www.youtube.com/@Neopoznan,,N/A
"СОЗДАЛ ИИ АГЕНТА, который находит 1000 клиентов за 1 клик [шаблон для N8N]",,Макс Нечаев,https://www.youtube.com/@maxnechaev,,N/A
Обыгрываю 5 Мошеннических Игровых Автоматов с Наукой,,Mark Rober,https://www.youtube.com/@MarkRober,,N/A
Обзор кода ХаудиХо из нового видео Учим Unity за 1 час!,,Роман Сакутин,https://www.youtube.com/@rsakutin,,N/A
Провели ночь в тоннеле метро и вот что мы там увидели,,Коллектив,https://www.youtube.com/@kollektiv_doc,https://i.ytimg.com/vi/eXgcHF0Fzgk/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDP8czRWI_GOsA3kj48mF-Mu_KvZg,N/A
Как Убежать от Полицейской Собаки-Ищейки,,Mark Rober,https://www.youtube.com/@MarkRober,https://i.ytimg.com/vi/md75n8cyenA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBdcIoDhilv1nbwmf4M6p3s-2PvAQ,N/A
Дизайн 100 ЛЕТ ЖЕСТКО играет на наших чувствах!,,Журнал Deco,https://www.youtube.com/@Deco-e3v,https://i.ytimg.com/vi/n1JUI4KdOMY/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCivY1zqLKl2ofRtwZtvc6h9fu-Eg,N/A
Как Linux поглощает твою жизнь,,Yugo,https://www.youtube.com/@cyber-yugo,https://i.ytimg.com/vi/09ZviNv4VLU/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA0verxkNtW0Hr09uGoyUZfN7ytSg,N/A
Кто встречает и провожает все самолёты? Супервайзер аэропорта о своей работе,,Раскадровка,https://www.youtube.com/@rskdrvk,https://i.ytimg.com/vi/I86zaoMr02c/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBuOp6mRVHginLPdgR9HsgZGWnkBQ,N/A
Утечки горутин в Go. Как обнаружить и предотвратить,,skill issue,https://www.youtube.com/@skillissueru,https://i.ytimg.com/vi/yZrGRU4mmBE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBAljkf2jmAjYNRIMO1Lj8MfydBVg,N/A
"GPT 4.1 – ВСЕ, что вам нужно знать о новой LLM от OpenAI",,Продуктивный Совет,https://www.youtube.com/@ProdAdvice,https://i9.ytimg.com/vi/d88xR0GAlNE/hq720_custom_1.jpg?sqp=CJidgMAG-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDu0p3CwYPYGwK3KCe3gqPJVEpJRA,N/A
Гастроэнтеролог о пользе бургеров и сладкого,,Коллектив,https://www.youtube.com/@kollektiv_doc,https://i.ytimg.com/vi/WppixJcAnvg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD_1t690ly46n0_V6VNPqnZwLi4xA,N/A
Engineers vs Extreme Hide & Seek,,CrunchLabs,https://www.youtube.com/@CrunchLabs,,N/A
Новый ChatGPT 4.1 - Что показали?,,Матрица,https://www.youtube.com/@matrix_mediaa,,N/A
КОПИЦЕНТР С АВИТО - конец бизнесу?,,АЙДЕН,https://www.youtube.com/@IDEN,,N/A
Все о ФИЗИКЕ варки ПЕЛЬМЕНЕЙ,,Макар Светлый,https://www.youtube.com/@MakarSvet13,,N/A
Испытания геля С360 на добровольце,,HandOfGod1981,https://www.youtube.com/@HandOfGod1981,,N/A
Адская скважина в Белозерске: причины и последствия,,Урал Гидро,https://www.youtube.com/@uralgidro,,N/A
как 365 дней изменили мою жизнь,,григокон,https://www.youtube.com/@grigokon7,,N/A
Купил игровой QIWI терминал / Оживление и включение / Показываю покупку,,Maddy MURK,https://www.youtube.com/@MaddyMURK,,N/A
Все 11 задания из Ященко. Исследование функций - Курс ПРОФИЛЬ 2022 от Абеля / Математика ЕГЭ,,АБЕЛЬ ЕГЭ Математика Физика,https://www.youtube.com/@abelege,,N/A
"НОВЫЙ СПОСОБ! НЕ решай задание 19-21 из ЕГЭ по информатике, пока не посмотришь это видео!",,Артем Имаев | Информатика ЕГЭ | 100балльный,https://www.youtube.com/@flash_ege,,N/A
Провел сутки в машине ДПС,,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
Охота Ради Выживания | Племя Хадза (50.000 Лет в Изоляции),,Ruhi Çenet,https://www.youtube.com/@ruhicenetvideos,,N/A
НАУЧИСЬ ЭТОМУ и начнешь выигрывать,,ММ Клюкин Кирилл | Тренер по шахматам,https://www.youtube.com/@IMkklyukin7,,N/A
почему мы покупаем,,Тихон Смирнов,https://www.youtube.com/@tihonsm,,N/A
Claude твой личный ПРОГРАММИСТ | Claude сам пишет ТЗ на основе твоей идеи | Михаил Омельченко,,Михаил Омельченко,https://www.youtube.com/@DjangoSchool,,N/A
Как ЧП делает врача пациентом: три реальные истории,,H-Clinic,https://www.youtube.com/@h-clinic_for_love,,N/A
MORGENSHTERN - Я УБИЛ МАРКА (оксимирон дисс),,MORGENSHTERN,https://www.youtube.com/channel/UCWnqnojAgMdN0fQpr_xByJw,https://i.ytimg.com/vi/NPdPnHq2BOs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDujH6I631RAj-Ct5St08-758EqCA,N/A
