Title,URL,Channel,Channel URL,Thumbnail,Duration
Краткое объяснение больших языковых моделей,,3Blue1Brown,https://www.youtube.com/@3blue1brown,https://i.ytimg.com/vi/LPZh9BOjkQs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBpoF-bMX-WaTmm-BVs6M_sy2EKgQ,N/A
Все НОВЫЕ Задания 9 ЕГЭ 2022 Профиль с Сайта Mathege,,Школа Пифагора ЕГЭ по математике,https://www.youtube.com/@pifagor1,https://i.ytimg.com/vi/f4pLo4lOCIM/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCZuO7OILGgxqSMCVY7jVV5bQSkpg,N/A
Как никель отравил город. Верхний Уфалей | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,https://i.ytimg.com/vi/C45dQEVaClc/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBrVV_yMXJ4dQRwKum3t9fD_V_t2A,N/A
🌲ТАБУРЕТОВКА Спирт из ОПИЛОК - просто!,,ПироХим,https://www.youtube.com/@PiroXim,,N/A
OXXXYMIRON — КТО УБИЛ МАРКА?,,oxxxymironofficial,https://www.youtube.com/channel/UCCzp3DWpSc0s5wXYDghjM9A,,N/A
Мастер класс по кошению травы ручной косой. Показывает местный житель Владимир Никитич.,,Слобода семьи Петуховых,https://www.youtube.com/@slobodasp,,N/A
Посещение ближайшего к космосу города (Жизнь с 50% дефицитом кислорода),,Ruhi Çenet,https://www.youtube.com/@ruhicenetvideos,,N/A
【人工智能】大语言模型入门简介 | Andrej Karpathy最新视频教程 | 大语言模型的本质 | 发展趋势 | 安全 | 通俗易懂小白友好,,最佳拍档,https://www.youtube.com/@bestpartners,,N/A
Тир-лист 19 самых опасных типов манипуляторов + бонус в конце.,,Дебатляндия,https://www.youtube.com/@debateland,,N/A
Чарские пески | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
"Челябинск строил метро тридцать лет и три года, но в итоге получит метротрам - когда-нибудь.",,post_metro,https://www.youtube.com/@post_metro,,N/A
"«Яндекс.Слежка». Чем опасны Yandex Еда и Такси? | Инструкция, как не попасться",,Продолжение следует,https://www.youtube.com/@prosleduet,,N/A
Верхний Нюд. Население – 0 человек | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
На пути к Перевалу Дятлова | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Почему Камаз всегда побеждает на Дакаре?,,Start Engine,https://www.youtube.com/@GrigoryStartEngine,,N/A
Учережденческая телефонная станция. Как она работает?,,Федор Крылов,https://www.youtube.com/@%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%9A%D1%80%D1%8B%D0%BB%D0%BE%D0%B2-%D1%8C3%D1%89,,N/A
Что Будет Если Выключить ПК во Время Обновления БИОСА?,,Ramtech,https://www.youtube.com/@%D1%80%D0%B0%D0%BC%D1%82%D0%B5%D0%BA,,N/A
"CVE 2023-го года и оригинальное LPE через f2b! Прохожу машину Billing на TryHackMe, уровень легкий!",,Mister Exploit,https://www.youtube.com/@Mr0x45xploit,,N/A
"ШАД: будет сложно, вам понравится | Алексей Толстиков",,MLinside,https://www.youtube.com/@ML_inside,,N/A
ВИП ТАКСИ/ ПАССАЖИРКА ввела в СТУПОР /Таксуем на майбахе,,ТАКСУЕМ НА МАЙБАХЕ,https://www.youtube.com/@%D0%A2%D0%B0%D0%BA%D1%81%D1%83%D0%B5%D0%BC%D0%BD%D0%B0%D0%BC%D0%B0%D0%B9%D0%B1%D0%B0%D1%85%D0%B5,,N/A
Афера длиной в 17 лет. Никто не замечал. Или не хотел замечать,,SciOne,https://www.youtube.com/@SciOne,,N/A
Конкорд: Почему сверхзвуковые авиалайнеры больше не летают? @chtivomag,,ЧТИВО,https://www.youtube.com/@chtivomag,,N/A
Собеседование в Дом.ру (Беспредел Какой-то),,ЖИЗНЬ АНОНИМА,https://www.youtube.com/@Zhizn_Anonima,,N/A
Как рождаются троллейбусы. #Троллейбусное - ''Горожанин'' от УТТЗ. 4К 50FPS,,SsVMedia,https://www.youtube.com/@ssvmedia,https://i9.ytimg.com/vi/3U34hzAs9gw/hq720_custom_1.jpg?sqp=CJidgMAG-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAhktW8hB2lZyd3hW4ZWXniZvz_ow,N/A
Грабители Конфет Vs Миска для Конфет с Сюрпризом,,Mark Rober,https://www.youtube.com/@MarkRober,https://i.ytimg.com/vi/Zb01RStdzEs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDGwxzZiivgAr40WqNd89IcknR83g,N/A
"Я расследовал город, где сжигают бездомных заживо...",,Tyler Oliveira,https://www.youtube.com/@TylerOliveira,https://i.ytimg.com/vi/XjiIBFSHuQI/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCpA8bUBvfUyrTRWaUzu31MMsjJbQ,N/A
Как в Новой Зеландии переизобрели эрго кастомы | Обзор Type K от gok,,keebcult,https://www.youtube.com/@keebcult,https://i9.ytimg.com/vi/GMjO9OmhXsk/hqdefault_custom_1.jpg?sqp=CMSfgMAG-oaymwEnCOADEI4CSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC932pYOAwiBnHWQF9ejGUtlFaecQ,N/A
НАУЧНЫЕ ОСНОВЫ ПЕРЕДВИЖЕНИЯ ЧЕРВЕЙ ДЮНЫ В ПЕСКЕ,,Хамибин 2.0,https://www.youtube.com/@hamibin,https://i9.ytimg.com/vi/TzkxPzdoiEQ/hq720_custom_2.jpg?sqp=CMSfgMAG-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLB3x4R44-X-1r4MiKECYuwsTqGGsg,N/A
"Это начинается как обычная кишечная инфекция. Но поражая нервную систему, болезнь вызывает паралич",,Клинический случай,https://www.youtube.com/@klinicheskysluchai,https://i.ytimg.com/vi/ygPUnY3LjWA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCgB1_1eQSCTrXtiAfS-XbsAJk6uw,N/A
ЛОГАРИФМЫ будут ЖЕСТЬ! Кто сможет решить ТАКОЕ на ЕГЭ 2025?,,Профиматика | Профильная математика | ЕГЭ2025,https://www.youtube.com/@profimatika,https://i.ytimg.com/vi/FlNaVVPbSTs/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBkVdJhTCDKN9Ap0k8XcyeyZ-Jh1g,N/A
Как добыть САХАР из СВЕКЛЫ,,ПироХим,https://www.youtube.com/@PiroXim,https://i.ytimg.com/vi/9MQttTbJ5fo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLC60E9UtDT6oxz9HoExWthG5dJJaA,N/A
"РЕМОНТ И АПГРЕЙД СТАРОГО ХЛАМА, САМ НЕ ЗНАЮ ЗАЧЕМ",,Maddy MURK,https://www.youtube.com/@MaddyMURK,https://i.ytimg.com/vi/KidXNUTY0tE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCwDVh1moVOB73rjhCDHWxfJPoS3Q,N/A
Ледяной апокалипсис. Главная катастрофа Средневековья | ФАЙБ,,Файб,https://www.youtube.com/@faib,https://i.ytimg.com/vi/rEnWvgSB3J8/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCqfDeaDYviPRBXOTzKS0mBNWFS6g,N/A
Мой робот для игры в камень-ножницы-бумага никогда не проигрывает (+9 других изобретений).,,Mark Rober,https://www.youtube.com/@MarkRober,https://i.ytimg.com/vi/Twn_4AW0M6U/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAUSPQSytKsj4ryXHAjWst7QqGvIg,N/A
"Я исследовал город, который платит вам за употребление наркотиков...",,Tyler Oliveira,https://www.youtube.com/@TylerOliveira,https://i.ytimg.com/vi/ypZu61OgITE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCZFilSaaY59HWIa2UOFEtpt7Jjww,N/A
PSP или Анберник?,,Илья Геймер,https://www.youtube.com/@ilya_gaymer,,N/A
Если бы Гитлер НЕ напал на СССР в 1941 году | Альтернативная история,,История всего,https://www.youtube.com/@historyofeverything_ru,,N/A
Таджикистан! Одна из самых опасных Границ в Мире ! Памир - Афганистан!,,Другой Мир,https://www.youtube.com/@anotherworld777,,N/A
ПОЗОРНЫЙ АДОК ОТ «МЕЛЬНИЦЫ» - САДКО [Мульт-разнос],,Chuck Review,https://www.youtube.com/@Chuckreview,,N/A
Ассемблер и Си для Хакера #45 Синхронизация Потоков и Процессов Таймером - Waitable Timer,,First Steps,https://www.youtube.com/@firststepsforward,,N/A
Распаковка подарков от подписчиков/Sony Ericsson Xperia X10 Pro/Motorola E398/Motorola A1200,,monobogdan,https://www.youtube.com/@monobogdan,,N/A
САМОЗВАНЦЫ. Лжецари и фейковые короли (УДАЛЁННОЕ ВИДЕО) | ФАЙБ,,Файб,https://www.youtube.com/@faib,,N/A
Московское гетто 90х: Черкизон / Бордели с малолетними и подземный город с нелегалами @anton_lyadov,,The Люди,https://www.youtube.com/@anton_lyadov,,N/A
ШКОЛЬНИЦАМ ПОРА РОЖАТЬ!,,Павел Астапов,https://www.youtube.com/@PavelAstapov,,N/A
Байка про случай на юбилее,,Владимир Виноградов,https://www.youtube.com/@%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2,,N/A
как накачаться эктоморфу \\ основные правила тренировок и питания хардгейнеров,,FreshLife28,https://www.youtube.com/@Freshlife28,,N/A
[BadComedian] - Т-34 (Притяжение нацистов),,BadComedian,https://www.youtube.com/@TheBadComedian,https://i.ytimg.com/vi/BKQlqjBDF8Q/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAj-zBiK-pil4z-3eLsgWc5Pfufwg,N/A
Троянская Война: правда или миф? / [История по Чёрному],,История по Чёрному,https://www.youtube.com/@history_cherny,https://i.ytimg.com/vi/j9LhUjZz2Yo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLATeAa96EN9T6c5IK8uwkj1Zrc4qA,N/A
RDR 2 - Самые СТРАННЫЕ теории игроков,,не ну всё,https://www.youtube.com/@nenuvse,https://i.ytimg.com/vi/QqB96ZgEXhI/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBJJBpVQjNbbD0jcpvWsk1tsInvMA,N/A
I Investigated the U.S-Mexico Border...,,Tyler Oliveira,https://www.youtube.com/@TylerOliveira,https://i.ytimg.com/vi/A8spRZ0P9MU/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBZ66myaPMkw8QEhSxx5J8YcTunMQ,N/A
Все НОВЫЕ Задания 5 с FIPI (ЕГЭ 2024 Профиль),,Школа Пифагора ЕГЭ по математике,https://www.youtube.com/@pifagor1,https://i.ytimg.com/vi/XQaEn5tPQZw/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA0rTwXBoFONCX-dZomx8G6_6pusw,N/A
Как Карло Анчелотти ВЫИГРЫВАЕТ Благодаря ДРУЖЕЛЮБИЮ,,Footy Talk,https://www.youtube.com/@footy-talk08,https://i.ytimg.com/vi/kZkvNTJwPVo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDxI0HHFbgn3yXcL4-IGVMlZKkrIQ,N/A
How I Destroyed My Lizard Brain (You MUST Do This),,Hamza,https://www.youtube.com/@Hamza97,https://i.ytimg.com/vi/A_xBQFiuXHk/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBYAHnAxP5btGLuMUivARueGHD7AQ,N/A
"Представитель мусорной мафии, избежавший наказания,замуровал соседей и стал рыть траншеи на их земле",,Кстати Новости Нижнего Новгорода,https://www.youtube.com/@SetiNNstation,https://i.ytimg.com/vi/mccl52qczrQ/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCA4IM77Ra5Bm-AajhvtKec2ynFXQ,N/A
"Simple Memory в n8n: AI-агент, который помнит тебя",,Сергей Чербаджи,https://www.youtube.com/@serginyo90,https://i.ytimg.com/vi/ZGfLbM-6Dac/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAs2uHSv4vCgwmhGRXXQ366v9dVeA,N/A
🎤 Nank беспроводной микрофон петличка,,Izzy Laif,https://www.youtube.com/@IzzyLaif,,N/A
Легальное производство,,Портал РубцовскИнфо,https://www.youtube.com/@rubtsovskinfo,,N/A
AI агенты на основе LLM: что нас ждет? // Демо-занятие курса «NLP. Advanced»,,OTUS IT Онлайн - образование,https://www.youtube.com/@otus_education,https://i.ytimg.com/vi/1KvKwp2UVo4/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDFsViRKftnXQGFoMXvxeN3FWKxmg,N/A
💻 Arduino на автопилоте: DeepSeek vs ChatGPT. Кто напишет ЛУЧШИЙ код?,,Amazing,https://www.youtube.com/@amazing_off,https://i.ytimg.com/vi/uE89XDIVhPA/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCc37nl5caRr6YqB9UoYiz77nmqMw,N/A
"Ты НЕ ПОНИМАЕШЬ Python, если не знаешь разницу IS и ==",,Павел Васильев,https://www.youtube.com/@iam.pavel.vasiliev,https://i.ytimg.com/vi/_OFBUYTXPio/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCAv3x8uVMf0NgoQq--zy4Ix7uO7w,N/A
The masterful design of the two-liter plastic soda bottle,,engineerguy,https://www.youtube.com/@engineerguyvideo,https://i.ytimg.com/vi/kU_gH36GG58/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCdtSd3tTvWLbxaskDPkzv7ZL_htQ,N/A
Мок-собеседование на middle+ Data Engineer S1E4 | rzv_de | Jul 2024,,rzv Data Engineering | Aleksei Razvodov,https://www.youtube.com/@rzv_de,,N/A
Что думают о России ее соседи,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Github Copilot vs Cursor: which AI coding assistant is better?,,Steve (Builder.io),https://www.youtube.com/@Steve8708,,N/A
"Дуня, Нойз и Техник - тема Ящик",,komutravki,https://www.youtube.com/@komukomutrawki,,N/A
Крупнейшая морская нефтедобывающая платформа в России // Анатомия Монстров,,Анатомия Монстров,https://www.youtube.com/@monstersanatomy,,N/A
"Диктофон - «Дворовые романсы» (акустика, 2023)",,Диктофон,https://www.youtube.com/channel/UC4Rd-YZleUBLxyQqLq6MzGQ,,N/A
Выдержит ли сверхтяжелый ДОТ прилет РСЗО Град и выстрел в упор из гаубицы Д20 (152мм),,Крупнокалиберный Переполох,https://www.youtube.com/@perepolox,,N/A
News 194 - весенние новинки оборудования и софта!,,MusicMagTV,https://www.youtube.com/@MmagRu,https://i.ytimg.com/vi/J94FnJYBeSg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLALTX1hfZA5yvRrfSZltI5ESYKW_Q,N/A
"Как установить БОЛТ, ШАЙБУ и ГАЙКУ правильно. Важные знания!",,КАК СМОГ,https://www.youtube.com/@kak_smog,https://i.ytimg.com/vi/813UzVdPPyE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLABHChQzdXJ_NPoCX_qpVbHnz8eQg,N/A
Ник Брусковский - Под звуки машин (Official Video),,Ник Брусковский,https://www.youtube.com/channel/UCpmSj-db7WOF97nwcoexhfw,,N/A
LLM и GPT - как работают большие языковые модели? Визуальное введение в трансформеры,,3Blue1Brown,https://www.youtube.com/@3blue1brown,,N/A
Куда пропали ЗДРАЙВЕРЫ?,,sndk,https://www.youtube.com/@sndk,,N/A
"БЕЗУМНЫЕ ОТМАЗКИ, КОТОРЫЕ ОКАЗАЛИСЬ ПРАВДОЙ 😲",,апвоут,https://www.youtube.com/@upvotemedia,,N/A
Синнабоны ☆ ТЕСТО как ПУХ ☆ МЯГКИЕ и нежные булочки с корицей и кремом,,Alina FooDee,https://www.youtube.com/@AlinaFooDee,,N/A
5 Epic Cooks That Turned Walt and Jesse Into Meth Legends | Breaking Bad (Bryan Cranston),,Crime City,https://www.youtube.com/@CrimeCityOfficial,,N/A
Московский СОБР: Будни спецназа,,Mash Paradox,https://www.youtube.com/@MashVideo,,N/A
"Что правда из того, что говорят про Clickhouse",,sql-ninja,https://www.youtube.com/@sql-ninja,,N/A
БАСТУРМА! Вяленное Мясо! Очень Вкусный Рецепт!,,Шашлыки от Мартика,https://www.youtube.com/@shashlikiotmartika,,N/A
Шампунь Жумайсынба,,Axelljke,https://www.youtube.com/@Axelljke,,N/A
Лицо со шрамом: От неудачи до культа,,GreenGrass,https://www.youtube.com/@greengrassreal,https://i.ytimg.com/vi/4iEiv0hmwGo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLABX1NAFY3_f-6fppDuuXGcA4yixw,N/A
How they Scrap and Recycle Gigantic Dying Ship - Shipyard,,FRAME,https://www.youtube.com/@TheFrame,https://i.ytimg.com/vi/L-fPcMeIBdo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA70IGtNUKcTlytXdNfIfNTpUQ42A,N/A
Неправильное использование инструментов в замедленной съемке,,Blacktail Studio,https://www.youtube.com/@BlacktailStudio,https://i.ytimg.com/vi/03JlqoZfBfw/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBJ0V_g-dUsFf-jvYBZ8yFqTDFmnw,N/A
Panasonic AG4700 (NV-HS1000) has a strange head fault. Let's fix it.,,video99.co.uk,https://www.youtube.com/@video99couk,https://i.ytimg.com/vi/rWK9HHDBUY0/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAXRBGgvOw8YcdMkXXcCPRRCwl1IA,N/A
Лучший пет-проект для фронтенд-разработчика в 2025,,Кодило,https://www.youtube.com/@kodilo-blog,https://i.ytimg.com/vi/0k-pLGUHQhY/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDG4iRwvpPVJehlg7fDR1Uzpy99yQ,N/A
"Andrej Karpathy: Tesla AI, Self-Driving, Optimus, Aliens, and AGI | Lex Fridman Podcast #333",,Lex Fridman,https://www.youtube.com/@lexfridman,,N/A
"Rammstein - LIVE at Bizarre Festival, Köln (1997) | [FULL Pro-Shot Remastered] HD 1080p",,Rammstein Live Recordings,https://www.youtube.com/@RammsteinLiveRecordings,,N/A
"Луковый суп! Готовим, как в Парижском ресторане!",,dacooker_,https://www.youtube.com/@dacooker_,,N/A
Bill Gates Open Sources Microsoft's First Program,,Mental Outlaw,https://www.youtube.com/@MentalOutlaw,,N/A
Волны,,Molchat Doma,https://www.youtube.com/channel/UCK7awvr80upziSM47-h0Odw,https://i.ytimg.com/vi/_X5Nd0G16OY/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLD652wvV77HvZNd6LwRB3iORsWokA,N/A
✓ Вирусная задача из Твиттера про два прямоугольника | Ботай со мной #153 | Борис Трушин,,Борис Трушин,https://www.youtube.com/@trushinbv,https://i.ytimg.com/vi/k70rl3_D99w/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBnXsnnTcIVfcj3sMBSXi0TxdGbmw,N/A
Russian Doomer Music (Summer Edition) || Russian Post-Punk and more || Рассвет 33 августа mixtape,,mixtaper,https://www.youtube.com/@doomerman7,https://i.ytimg.com/vi/6GV9Q_07LCE/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDBNHX0WjqKrPG3XKAIxW5AdU_EoQ,N/A
Каково учиться в школе с одним одноклассником,,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
Аферы Дмитрия Рогозина. Как построить карьеру не строя ракет | Портрет,,Продолжение следует,https://www.youtube.com/@prosleduet,,N/A
Как ГМО уничтожает человечество. Доказательство,,Александр Панчин,https://www.youtube.com/@Scinquisitor,,N/A
Программные клики - Защита и нападение (часть 1),,% Aram %,https://www.youtube.com/@tashchan,,N/A
Последний улов | НЕИЗВЕСТНАЯ РОССИЯ,,Настоящее Время. Док,https://www.youtube.com/@CurrentTimeDoc,,N/A
Как устроена сирена воздушной тревоги?,,Музей Подземная Москва — Live,https://www.youtube.com/@podzemnayamoskva_live,,N/A
Шрек из книги против Шрека из мультфильма,,sndk,https://www.youtube.com/@sndk,https://i.ytimg.com/vi/or7rTJPyt0o/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCGOHgyW8qA4EXGBYBWJ_WIyMLeXQ,N/A
Голая правда. Темное прошлое Кати Мизулиной | Портрет,,Продолжение следует,https://www.youtube.com/@prosleduet,https://i.ytimg.com/vi/cFFSkEZU-iI/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDQcw8d-NPB5Agcr8M34oK078VzpQ,N/A
Гуляем по району с бандитом из 90-х,,Коллектив,https://www.youtube.com/@kollektiv_doc,https://i.ytimg.com/vi/S4wIfkOzivg/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAIPXH7GGlt5PUEyT5KZA8zwcTwfw,N/A
"Неделю пил водку с бездомными, и вот что я узнал",,Коллектив,https://www.youtube.com/@kollektiv_doc,,N/A
Rammstein - Mein Teil (Kangawa 2005),,Rammstein Official,https://www.youtube.com/channel/UCYp3rk70ACGXQ4gFAiMr1SQ,,N/A
Странности математики Эйнштейна (Veritasium feat. ScienceClic),,VoicePower,https://www.youtube.com/@voicepower8678,,N/A
"НУ, ПОГОДИ: САМЫЕ ЖУТКИЕ МОМЕНТЫ",,sndk,https://www.youtube.com/@sndk,https://i.ytimg.com/vi/Po6PznqH0Og/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAKuhQjdkijSujAmrsThlvq55vHnA,N/A
Railway power lines | The Art of keeping them STRAIGHT,,Sabin Civil Engineering,https://www.youtube.com/@SabinCivil,https://i.ytimg.com/vi/8MCfWPpJhXM/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBjk43-zLVXIfwfeL6iDR5Yo1rEhQ,N/A
"Открытие, которое случайно убило миллионы [Veritasium]",,Vert Dider,https://www.youtube.com/@VertDiderScience,https://i.ytimg.com/vi/Ey9PwnLjnpM/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLAGIt-6a8FEjAl7lCOuplke3xK3WQ,N/A
"GTA 4 ""Баги, Приколы, Фейлы""",,Marmok,https://www.youtube.com/@MrMarmok,https://i.ytimg.com/vi/NH7a0FYDFKo/hq720.jpg?sqp=-oaymwEnCNAFEJQDSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBwy1867oCbdRZOjg4IbqlVictAug,N/A
The Inside Story of the Ship That Broke Global Trade,,Bloomberg Originals,https://www.youtube.com/@business,,N/A
Breaking bad 5X16(Felina) - Walt kills Jack's gang like a boss,,nepalmediafire,https://www.youtube.com/@nepalmediafire,,N/A
САМАЯ ДЛИННАЯ ПОЕЗДКА НА ТАКСИ — 10.000 КМ (РЕКОРД),,NN,https://www.youtube.com/@NAEBNET,,N/A
НЕЦЕНЗУРЩИНА В ДЕТСКИХ МУЛЬТИКАХ | Сыендук,,sndk,https://www.youtube.com/@sndk,,N/A
Map and Reduce | Fundamentos de Big Data e Apache Hadoop #09,,Data Quântica,https://www.youtube.com/@dataquantica3992,,N/A
"Инспектор ДПС о погонях, штрафах и электросамокатах",,Раскадровка,https://www.youtube.com/@rskdrvk,,N/A
Это поезд ULTRA: новый уровень!,,808,https://www.youtube.com/@808media,,N/A
